,0
2646,before
2647,and
2648,she
2649,began
2650,athinking
2651,and
2652,she
2653,thought
2654,was
2655,very
2656,dangerous
2657,have
2658,that
2659,mallet
2660,there
2661,for
2662,she
2663,said
2664,herself
2665,suppose
2666,him
2667,and
2668,was
2669,married
2670,and
2671,was
2672,have
2673,son
2674,and
2675,was
2676,grow
2677,man
2678,and
2679,come
2680,down
2681,into
2682,the
2683,cellar
2684,draw
2685,the
2686,beer
2687,like
2688,doing
2689,now
2690,and
2691,the
2692,mallet
2693,was
2694,fall
2695,his
2696,head
2697,and
2698,kill
2699,him
2700,what
2701,dreadful
2702,thing
2703,would
2704,and
2705,she
2706,put
2707,down
2708,the
2709,candle
2710,and
2711,the
2712,jug
2713,and
2714,sat
2715,herself
2716,down
2717,and
2718,began
2719,acrying
2720,well
2721,they
2722,began
2723,wonder
2724,upstairs
2725,how
2726,was
2727,that
2728,she
2729,was
2730,long
2731,drawing
2732,the
2733,beer
2734,and
2735,her
2736,mother
2737,went
2738,down
2739,see
2740,after
2741,her
2742,and
2743,she
2744,found
2745,her
2746,sitting
2747,the
2748,settle
2749,crying
2750,and
2751,the
2752,beer
2753,running
2754,over
2755,the
2756,floor
2757,why
2758,whatever
2759,the
2760,matter
2761,said
2762,her
2763,mother
2764,mother
2765,says
2766,she
2767,look
2768,that
2769,horrid
2770,mallet
2771,suppose
2772,was
2773,married
2774,and
2775,was
2776,have
2777,son
2778,and
2779,was
2780,grow
2781,and
2782,was
2783,come
2784,down
2785,the
2786,cellar
2787,draw
2788,the
2789,beer
2790,and
2791,the
2792,mallet
2793,was
2794,fall
2795,his
2796,head
2797,and
2798,kill
2799,him
2800,what
2801,dreadful
2802,thing
2803,would
2804,dear
2805,dear
2806,what
2807,dreadful
2808,thing
2809,would
2810,said
2811,the
2812,mother
2813,and
2814,she
2815,sat
2816,her
2817,down
2818,aside
2819,the
2820,daughter
2821,and
2822,started
2823,acrying
2824,too
2825,then
2826,after
2827,bit
2828,the
2829,father
2830,began
2831,wonder
2832,that
2833,they
2834,didnt
2835,come
2836,back
2837,and
2838,went
2839,down
2840,into
2841,the
2842,cellar
2843,look
2844,after
2845,them
2846,himself
2847,and
2848,there
2849,they
2850,two
2851,sat
2852,acrying
2853,and
2854,the
2855,beer
2856,running
2857,all
2858,over
2859,the
2860,floor
2861,whatever
2862,the
2863,matter
2864,says
2865,why
2866,says
2867,the
2868,mother
2869,look
2870,that
2871,horrid
2872,mallet
2873,just
2874,suppose
2875,our
2876,daughter
2877,and
2878,her
2879,sweetheart
2880,was
2881,married
2882,and
2883,was
2884,have
2885,son
2886,and
2887,was
2888,grow
2889,and
2890,was
2891,come
2892,down
2893,into
2894,the
2895,cellar
2896,draw
2897,the
2898,beer
2899,and
2900,the
2901,mallet
2902,was
2903,fall
2904,his
2905,head
2906,and
2907,kill
2908,him
2909,what
2910,dreadful
2911,thing
2912,would
2913,dear
2914,dear
2915,dear
2916,would
2917,said
2918,the
2919,father
2920,and
2921,sat
2922,himself
2923,down
2924,aside
2925,the
2926,other
2927,two
2928,and
2929,started
2930,acrying
2931,now
2932,the
2933,gentleman
2934,got
2935,tired
2936,stopping
2937,the
2938,kitchen
2939,himself
2940,and
2941,last
2942,went
2943,down
2944,into
2945,the
2946,cellar
2947,too
2948,see
2949,what
2950,they
2951,were
2952,after
2953,and
2954,there
2955,they
2956,three
2957,sat
2958,acrying
2959,side
2960,side
2961,and
2962,the
2963,beer
2964,running
2965,all
2966,over
2967,the
2968,floor
2969,and
2970,ran
2971,straight
2972,and
2973,turned
2974,the
2975,tap
2976,then
2977,said
2978,whatever
2979,are
2980,you
2981,three
2982,doing
2983,sitting
2984,there
2985,crying
2986,and
2987,letting
2988,the
2989,beer
2990,run
2991,all
2992,over
2993,the
2994,floor
2995,says
2996,the
2997,father
2998,look
2999,that
3000,horrid
3001,mallet
3002,suppose
3003,you
3004,and
3005,our
3006,daughter
3007,was
3008,married
3009,and
3010,was
3011,have
3012,son
3013,and
3014,was
3015,grow
3016,and
3017,was
3018,come
3019,down
3020,into
3021,the
3022,cellar
3023,draw
3024,the
3025,beer
3026,and
3027,the
3028,mallet
3029,was
3030,fall
3031,his
3032,head
3033,and
3034,kill
3035,him
3036,and
3037,then
3038,they
3039,all
3040,started
3041,acrying
3042,worse
3043,than
3044,before
3045,but
3046,the
3047,gentleman
3048,burst
3049,out
3050,alaughing
3051,and
3052,reached
3053,and
3054,pulled
3055,out
3056,the
3057,mallet
3058,and
3059,then
3060,said
3061,ive
3062,travelled
3063,many
3064,miles
3065,and
3066,never
3067,met
3068,three
3069,such
3070,big
3071,sillies
3072,you
3073,three
3074,before
3075,and
3076,now
3077,shall
3078,start
3079,out
3080,travels
3081,again
3082,and
3083,when
3084,can
3085,find
3086,three
3087,bigger
3088,sillies
3089,than
3090,you
3091,three
3092,then
3093,ill
3094,come
3095,back
3096,and
3097,marry
3098,your
3099,daughter
3100,wished
3101,them
3102,goodbye
3103,and
3104,started
3105,off
3106,his
3107,travels
3108,and
3109,left
3110,them
3111,all
3112,crying
3113,because
3114,the
3115,girl
3116,had
3117,lost
3118,her
3119,sweetheart
3120,well
3121,set
3122,out
3123,and
3124,travelled
3125,long
3126,way
3127,and
3128,last
3129,came
3130,womans
3131,cottage
3132,that
3133,had
3134,some
3135,grass
3136,growing
3137,the
3138,roof
3139,and
3140,the
3141,woman
3142,was
3143,trying
3144,get
3145,her
3146,cow
3147,ladder
3148,the
3149,grass
3150,and
3151,the
3152,poor
3153,thing
3154,durst
3155,not
3156,the
3157,gentleman
3158,asked
3159,the
3160,woman
3161,what
3162,she
3163,was
3164,doing
3165,why
3166,lookye
3167,she
3168,said
3169,look
3170,all
3171,that
3172,beautiful
3173,grass
3174,going
3175,get
3176,the
3177,cow
3178,the
3179,roof
3180,eat
3181,shell
3182,quite
3183,safe
3184,for
3185,shall
3186,tie
3187,string
3188,round
3189,her
3190,neck
3191,and
3192,pass
3193,down
3194,the
3195,chimney
3196,and
3197,tie
3198,wrist
3199,about
3200,the
3201,house
3202,she
3203,cant
3204,fall
3205,off
3206,without
3207,knowing
3208,you
3209,poor
3210,silly
3211,said
3212,the
3213,gentleman
3214,you
3215,should
3216,cut
3217,the
3218,grass
3219,and
3220,throw
3221,down
3222,the
3223,cow
3224,but
3225,the
3226,woman
3227,thought
3228,was
3229,easier
3230,get
3231,the
3232,cow
3233,the
3234,ladder
3235,than
3236,get
3237,the
3238,grass
3239,down
3240,she
3241,pushed
3242,her
3243,and
3244,coaxed
3245,her
3246,and
3247,got
3248,her
3249,and
3250,tied
3251,string
3252,round
3253,her
3254,neck
3255,and
3256,passed
3257,down
3258,the
3259,chimney
3260,and
3261,fastened
3262,her
3263,own
3264,wrist
3265,and
3266,the
3267,gentleman
3268,went
3269,his
3270,way
3271,but
3272,hadnt
3273,gone
3274,far
3275,when
3276,the
3277,cow
3278,tumbled
3279,off
3280,the
3281,roof
3282,and
3283,hung
3284,the
3285,string
3286,tied
3287,round
3288,her
3289,neck
3290,and
3291,strangled
3292,her
3293,and
3294,the
3295,weight
3296,the
3297,cow
3298,tied
3299,her
3300,wrist
3301,pulled
3302,the
3303,woman
3304,the
3305,chimney
3306,and
3307,she
3308,stuck
3309,fast
3310,halfway
3311,and
3312,was
3313,smothered
3314,the
3315,soot
3316,well
3317,that
3318,was
3319,one
3320,big
3321,silly
3322,and
3323,the
3324,gentleman
3325,went
3326,and
3327,and
3328,went
3329,inn
3330,stop
3331,the
3332,night
3333,and
3334,they
3335,were
3336,full
3337,the
3338,inn
3339,that
3340,they
3341,had
3342,put
3343,him
3344,doublebedded
3345,room
3346,and
3347,another
3348,traveller
3349,was
3350,sleep
3351,the
3352,other
3353,bed
3354,the
3355,other
3356,man
3357,was
3358,very
3359,pleasant
3360,fellow
3361,and
3362,they
3363,got
3364,very
3365,friendly
3366,together
3367,but
3368,the
3369,morning
3370,when
3371,they
3372,were
3373,both
3374,getting
3375,the
3376,gentleman
3377,was
3378,surprised
3379,see
3380,the
3381,other
3382,hang
3383,his
3384,trousers
3385,the
3386,knobs
3387,the
3388,chest
3389,drawers
3390,and
3391,run
3392,across
3393,the
3394,room
3395,and
3396,try
3397,jump
3398,into
3399,them
3400,and
3401,tried
3402,over
3403,and
3404,over
3405,again
3406,and
3407,couldnt
3408,manage
3409,and
3410,the
3411,gentleman
3412,wondered
3413,whatever
3414,was
3415,doing
3416,for
3417,last
3418,stopped
3419,and
3420,wiped
3421,his
3422,face
3423,with
3424,his
3425,handkerchief
3426,dear
3427,says
3428,think
3429,trousers
3430,are
3431,the
3432,most
3433,awkwardest
3434,kind
3435,clothes
3436,that
3437,ever
3438,were
3439,cant
3440,think
3441,who
3442,could
3443,have
3444,invented
3445,such
3446,things
3447,takes
3448,the
3449,best
3450,part
3451,hour
3452,get
3453,into
3454,mine
3455,every
3456,morning
3457,and
3458,get
3459,hot
3460,how
3461,you
3462,manage
3463,yours
3464,the
3465,gentleman
3466,burst
3467,out
3468,alaughing
3469,and
3470,showed
3471,him
3472,how
3473,put
3474,them
3475,and
3476,was
3477,very
3478,much
3479,obliged
3480,him
3481,and
3482,said
3483,never
3484,should
3485,have
3486,thought
3487,doing
3488,that
3489,way
3490,that
3491,was
3492,another
3493,big
3494,silly
3495,then
3496,the
3497,gentleman
3498,went
3499,his
3500,travels
3501,again
3502,and
3503,came
3504,village
3505,and
3506,outside
3507,the
3508,village
3509,there
3510,was
3511,pond
3512,and
3513,round
3514,the
3515,pond
3516,was
3517,crowd
3518,people
3519,and
3520,they
3521,had
3522,got
3523,rakes
3524,and
3525,brooms
3526,and
3527,pitchforks
3528,reaching
3529,into
3530,the
3531,pond
3532,and
3533,the
3534,gentleman
3535,asked
3536,what
3537,was
3538,the
3539,matter
3540,why
3541,they
3542,say
3543,matter
3544,enough
3545,moons
3546,tumbled
3547,into
3548,the
3549,pond
3550,and
3551,cant
3552,rake
3553,her
3554,out
3555,anyhow
3556,the
3557,gentleman
3558,burst
3559,out
3560,alaughing
3561,and
3562,told
3563,them
3564,look
3565,into
3566,the
3567,sky
3568,and
3569,that
3570,was
3571,only
3572,the
3573,shadow
3574,the
3575,water
3576,but
3577,they
3578,wouldnt
3579,listen
3580,him
3581,and
3582,abused
3583,him
3584,shamefully
3585,and
3586,got
3587,away
3588,quick
3589,could
3590,there
3591,was
3592,whole
3593,lot
3594,sillies
3595,bigger
3596,than
3597,them
3598,three
3599,sillies
3600,home
3601,the
3602,gentleman
3603,turned
3604,back
3605,home
3606,again
3607,and
3608,married
3609,the
3610,farmers
3611,daughter
3612,and
3613,they
3614,didnt
3615,live
3616,happy
3617,for
3618,ever
3619,after
3620,thats
3621,nothing
3622,with
3623,you
3624,there
3625,was
3626,once
3627,upon
3628,time
3629,good
3630,man
3631,who
3632,had
3633,two
3634,children
3635,girl
3636,first
3637,wife
3638,and
3639,boy
3640,the
3641,second
3642,the
3643,girl
3644,was
3645,white
3646,milk
3647,and
3648,her
3649,lips
3650,were
3651,like
3652,cherries
3653,her
3654,hair
3655,was
3656,like
3657,golden
3658,silk
3659,and
3660,hung
3661,the
3662,ground
3663,her
3664,brother
3665,loved
3666,her
3667,dearly
3668,but
3669,her
3670,wicked
3671,stepmother
3672,hated
3673,her
3674,child
3675,said
3676,the
3677,stepmother
3678,one
3679,day
3680,the
3681,grocers
3682,shop
3683,and
3684,buy
3685,pound
3686,candles
3687,she
3688,gave
3689,her
3690,the
3691,money
3692,and
3693,the
3694,little
3695,girl
3696,went
3697,bought
3698,the
3699,candles
3700,and
3701,started
3702,her
3703,return
3704,there
3705,was
3706,stile
3707,cross
3708,she
3709,put
3710,down
3711,the
3712,candles
3713,whilst
3714,she
3715,got
3716,over
3717,the
3718,stile
3719,came
3720,dog
3721,and
3722,ran
3723,off
3724,with
3725,the
3726,candles
3727,she
3728,went
3729,back
3730,the
3731,grocers
3732,and
3733,she
3734,got
3735,second
3736,bunch
3737,she
3738,came
3739,the
3740,stile
3741,set
3742,down
3743,the
3744,candles
3745,and
3746,proceeded
3747,climb
3748,over
3749,came
3750,the
3751,dog
3752,and
3753,ran
3754,off
3755,with
3756,the
3757,candles
3758,she
3759,went
3760,again
3761,the
3762,grocers
3763,and
3764,she
3765,got
3766,third
3767,bunch
3768,and
3769,just
3770,the
3771,same
3772,happened
3773,then
3774,she
3775,came
3776,her
3777,stepmother
3778,crying
3779,for
3780,she
3781,had
3782,spent
3783,all
3784,the
3785,money
3786,and
3787,had
3788,lost
3789,three
3790,bunches
3791,candles
3792,the
3793,stepmother
3794,was
3795,angry
3796,but
3797,she
3798,pretended
3799,not
3800,mind
3801,the
3802,loss
3803,she
3804,said
3805,the
3806,child
3807,come
3808,lay
3809,your
3810,head
3811,lap
3812,that
3813,may
3814,comb
3815,your
3816,hair
3817,the
3818,little
3819,one
3820,laid
3821,her
3822,head
3823,the
3824,womans
3825,lap
3826,who
3827,proceeded
3828,comb
3829,the
3830,yellow
3831,silken
3832,hair
3833,and
3834,when
3835,she
3836,combed
3837,the
3838,hair
3839,fell
3840,over
3841,her
3842,knees
3843,and
3844,rolled
3845,right
3846,down
3847,the
3848,ground
3849,then
3850,the
3851,stepmother
3852,hated
3853,her
3854,more
3855,for
3856,the
3857,beauty
3858,her
3859,hair
3860,she
3861,said
3862,her
3863,cannot
3864,part
3865,your
3866,hair
3867,knee
3868,fetch
3869,billet
3870,wood
3871,she
3872,fetched
3873,then
3874,said
3875,the
3876,stepmother
3877,cannot
3878,part
3879,your
3880,hair
3881,with
3882,comb
3883,fetch
3884,axe
3885,she
3886,fetched
3887,now
3888,said
3889,the
3890,wicked
3891,woman
3892,lay
3893,your
3894,head
3895,down
3896,the
3897,billet
3898,whilst
3899,part
3900,your
3901,hair
3902,well
3903,she
3904,laid
3905,down
3906,her
3907,little
3908,golden
3909,head
3910,without
3911,fear
3912,and
3913,whist
3914,down
3915,came
3916,the
3917,axe
3918,and
3919,was
3920,off
3921,the
3922,mother
3923,wiped
3924,the
3925,axe
3926,and
3927,laughed
3928,then
3929,she
3930,took
3931,the
3932,heart
3933,and
3934,liver
3935,the
3936,little
3937,girl
3938,and
3939,she
3940,stewed
3941,them
3942,and
3943,brought
3944,them
3945,into
3946,the
3947,house
3948,for
3949,supper
3950,the
3951,husband
3952,tasted
3953,them
3954,and
3955,shook
3956,his
3957,head
3958,said
3959,they
3960,tasted
3961,very
3962,strangely
3963,she
3964,gave
3965,some
3966,the
3967,little
3968,boy
3969,but
3970,would
3971,not
3972,eat
3973,she
3974,tried
3975,force
3976,him
3977,but
3978,refused
3979,and
3980,ran
3981,out
3982,into
3983,the
3984,garden
3985,and
3986,took
3987,his
3988,little
3989,sister
3990,and
3991,put
3992,her
3993,box
3994,and
3995,buried
3996,the
3997,box
3998,under
3999,rosetree
4000,and
4001,every
4002,day
4003,went
4004,the
4005,tree
4006,and
4007,wept
4008,till
4009,his
4010,tears
4011,ran
4012,down
4013,the
4014,box
4015,one
4016,day
4017,the
4018,rosetree
4019,flowered
4020,was
4021,spring
4022,and
4023,there
4024,among
4025,the
4026,flowers
4027,was
4028,white
4029,bird
4030,and
4031,sang
4032,and
4033,sang
4034,and
4035,sang
4036,like
4037,angel
4038,out
4039,heaven
4040,away
4041,flew
4042,and
4043,went
4044,cobblers
4045,shop
4046,and
4047,perched
4048,itself
4049,tree
4050,hard
4051,and
4052,thus
4053,sang
4054,sing
4055,again
4056,that
4057,beautiful
4058,song
4059,asked
4060,the
4061,shoemaker
4062,you
4063,will
4064,first
4065,give
4066,those
4067,little
4068,red
4069,shoes
4070,you
4071,are
4072,making
4073,the
4074,cobbler
4075,gave
4076,the
4077,shoes
4078,and
4079,the
4080,bird
4081,sang
4082,the
4083,song
4084,then
4085,flew
4086,tree
4087,front
4088,watchmakers
4089,and
4090,sang
4091,the
4092,beautiful
4093,song
4094,sing
4095,again
4096,sweet
4097,bird
4098,asked
4099,the
4100,watchmaker
4101,you
4102,will
4103,give
4104,first
4105,that
4106,gold
4107,watch
4108,and
4109,chain
4110,your
4111,hand
4112,the
4113,jeweller
4114,gave
4115,the
4116,watch
4117,and
4118,chain
4119,the
4120,bird
4121,took
4122,one
4123,foot
4124,the
4125,shoes
4126,the
4127,other
4128,and
4129,after
4130,having
4131,repeated
4132,the
4133,song
4134,flew
4135,away
4136,where
4137,three
4138,millers
4139,were
4140,picking
4141,millstone
4142,the
4143,bird
4144,perched
4145,tree
4146,and
4147,sang
4148,then
4149,one
4150,the
4151,men
4152,put
4153,down
4154,his
4155,tool
4156,and
4157,looked
4158,from
4159,his
4160,work
4161,then
4162,the
4163,second
4164,millers
4165,man
4166,laid
4167,aside
4168,his
4169,tool
4170,and
4171,looked
4172,then
4173,the
4174,third
4175,millers
4176,man
4177,laid
4178,down
4179,his
4180,tool
4181,and
4182,looked
4183,then
4184,all
4185,three
4186,cried
4187,out
4188,with
4189,one
4190,voice
4191,what
4192,beautiful
4193,song
4194,sing
4195,sweet
4196,bird
4197,again
4198,you
4199,will
4200,put
4201,the
4202,millstone
4203,round
4204,neck
4205,said
4206,the
4207,bird
4208,the
4209,men
4210,did
4211,what
4212,the
4213,bird
4214,wanted
4215,and
4216,away
4217,the
4218,tree
4219,flew
4220,with
4221,the
4222,millstone
4223,round
4224,its
4225,neck
4226,the
4227,red
4228,shoes
4229,one
4230,foot
4231,and
4232,the
4233,gold
4234,watch
4235,and
4236,chain
4237,the
4238,other
4239,sang
4240,the
4241,song
4242,and
4243,then
4244,flew
4245,home
4246,rattled
4247,the
4248,millstone
4249,against
4250,the
4251,eaves
4252,the
4253,house
4254,and
4255,the
4256,stepmother
4257,said
4258,thunders
4259,then
4260,the
4261,little
4262,boy
4263,ran
4264,out
4265,see
4266,the
4267,thunder
4268,and
4269,down
4270,dropped
4271,the
4272,red
4273,shoes
4274,his
4275,feet
4276,rattled
4277,the
4278,millstone
4279,against
4280,the
4281,eaves
4282,the
4283,house
4284,once
4285,more
4286,and
4287,the
4288,stepmother
4289,said
4290,again
4291,thunders
4292,then
4293,the
4294,father
4295,ran
4296,out
4297,and
4298,down
4299,fell
4300,the
4301,chain
4302,about
4303,his
4304,neck
4305,ran
4306,father
4307,and
4308,son
4309,laughing
4310,and
4311,saying
4312,see
4313,what
4314,fine
4315,things
4316,the
4317,thunder
4318,has
4319,brought
4320,then
4321,the
4322,bird
4323,rattled
4324,the
4325,millstone
4326,against
4327,the
4328,eaves
4329,the
4330,house
4331,third
4332,time
4333,and
4334,the
4335,stepmother
4336,said
4337,thunders
4338,again
4339,perhaps
4340,the
4341,thunder
4342,has
4343,brought
4344,something
4345,for
4346,and
4347,she
4348,ran
4349,out
4350,but
4351,the
4352,moment
4353,she
4354,stepped
4355,outside
4356,the
4357,door
4358,down
4359,fell
4360,the
4361,millstone
4362,her
4363,head
4364,and
4365,she
4366,died
4367,old
4368,woman
4369,was
4370,sweeping
4371,her
4372,house
4373,and
4374,she
4375,found
4376,little
